"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"21","2019","William Sweet","OT","21","","North Carolina","College Stats","6-6","313","5.27","30.5","23","111","8.01","5.00",""
"22","2019","Jerry Tillery","DL","22","14","Notre Dame","College Stats","6-6","295","4.93","32.0","23","115","7.45","4.33","Los Angeles Chargers / 1st / 28th pick / 2019"
"23","2019","Paul Adams","OT","23","","Missouri","College Stats","6-6","317","5.18","27.0","16","103","7.68","4.74",""
"24","2019","Josh Allen","EDGE","21","16","Kentucky","College Stats","6-5","262","4.63","","28","118","7.15","4.23","Jacksonville Jaguars / 1st / 7th pick / 2019"
"25","2019","Zack Bailey","OL","23","","South Carolina","College Stats","6-5","299","","28.0","24","103","","",""
"26","2019","Alex Bars","OL","23","6","Notre Dame","College Stats","6-6","312","","","","","","",""
"27","2019","Austin Bryant","EDGE","22","4","Clemson","College Stats","6-4","271","","","","","","","Detroit Lions / 4th / 117th pick / 2019"
"28","2019","Brian Burns","EDGE","20","20","Florida State","College Stats","6-5","249","4.53","36.0","","129","7.01","","Carolina Panthers / 1st / 16th pick / 2019"
"29","2019","Hakeem Butler","WR","22","0","Iowa State","College Stats","6-5","227","4.48","36.0","18","128","","","Arizona Cardinals / 4th / 103rd pick / 2019"
"30","2019","Yodny Cajuste","OT","23","2","West Virginia","College Stats","6-5","312","","","32","","","","New England Patriots / 3rd / 101st pick / 2019"
"31","2019","John Cominsky","DL","23","3","Charleston","","6-5","286","4.69","33.5","22","116","7.03","4.38","Atlanta Falcons / 4th / 135th pick / 2019"
"32","2019","Maxx Crosby","DL","21","26","East. Michigan","College Stats","6-5","255","4.66","36.0","","122","6.89","4.13","Oakland Raiders / 4th / 106th pick / 2019"
"33","2019","Jamal Custis","WR","23","","Syracuse","College Stats","6-4","214","4.50","34.5","","124","","",""
"34","2019","Andre Dillard","OT","23","6","Washington State","College Stats","6-5","315","4.96","29.0","24","118","7.44","4.40","Philadelphia Eagles / 1st / 22nd pick / 2019"
"35","2019","Jazz Ferguson","WR","22","","Northwestern St. (LA)","College Stats","6-5","227","4.45","37.0","8","123","7.25","4.59",""
"36","2019","Nick Fitzgerald","QB","23","","Mississippi State","College Stats","6-5","226","4.64","29.5","","115","","",""
"37","2019","Hjalte Froholdt","OL","22","0","Arkansas","College Stats","6-5","306","5.20","27.5","31","105","7.51","4.54","New England Patriots / 4th / 118th pick / 2019"
"38","2019","Rashan Gary","DL","21","12","Michigan","College Stats","6-4","277","4.58","38.0","26","120","7.26","4.29","Green Bay Packers / 1st / 12th pick / 2019"
"39","2019","Carl Granderson","EDGE","22","6","Wyoming","College Stats","6-5","254","4.79","35.0","","119","7.44","4.41",""
"40","2019","Donnell Greene","OT","23","","Minnesota","College Stats","6-5","335","","","","","","",""
"41","2019","Porter Gustin","EDGE","21","","USC","College Stats","6-4","255","4.69","35.5","31","119","","",""
"42","2019","T.J. Hockenson","TE","21","14","Iowa","College Stats","6-5","251","4.70","37.5","17","123","7.02","4.18","Detroit Lions / 1st / 8th pick / 2019"
"43","2019","Justin Hollins","EDGE","23","4","Oregon","College Stats","6-5","248","4.50","36.5","25","119","7.06","4.40","Denver Broncos / 5th / 156th pick / 2019"
"44","2019","Tytus Howard","OT","22","18","Alabama State","","6-5","322","5.05","29.5","21","103","8.34","4.87","Houston Texans / 1st / 23rd pick / 2019"
"45","2019","Mitch Hyatt","OT","22","","Clemson","College Stats","6-5","303","","25.5","28","102","7.72","4.52",""
"46","2019","Martez Ivey","OL","23","","Florida","College Stats","6-5","315","","","","","","",""
"47","2019","Jalen Jelks","EDGE","22","","Oregon","College Stats","6-5","256","4.92","32.5","19","113","7.22","4.59","Dallas Cowboys / 7th / 241st pick / 2019"
"48","2019","Elgton Jenkins","OL","23","23","Mississippi State","College Stats","6-4","310","","28.0","29","109","7.77","4.62","Green Bay Packers / 2nd / 44th pick / 2019"
"49","2019","Daniel Jones","QB","21","25","Duke","College Stats","6-5","221","4.81","33.5","","120","7.00","4.41","New York Giants / 1st / 6th pick / 2019"
"50","2019","Brandon Knight","OT","21","6","Indiana","College Stats","6-4","314","","","","","","",""
"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"51","2019","Greg Little","OT","21","3","Mississippi","College Stats","6-5","310","5.33","25.0","","113","","4.74","Carolina Panthers / 2nd / 37th pick / 2019"
"52","2019","Alize Mack","TE","21","","Notre Dame","College Stats","6-4","249","4.70","36.0","22","120","7.27","4.34","New Orleans Saints / 7th / 231st pick / 2019"
"53","2019","Connor McGovern","OL","21","7","Penn State","College Stats","6-5","308","","","28","112","7.66","4.57","Dallas Cowboys / 3rd / 90th pick / 2019"
"54","2019","Joshua Miles","OT","23","2","Morgan State","","6-5","314","5.32","36.0","","109","8.07","4.75","Arizona Cardinals / 7th / 248th pick / 2019"
"55","2019","Josh Oliver","TE","21","1","San Jose State","College Stats","6-5","249","4.63","34.0","22","117","7.21","4.47","Jacksonville Jaguars / 3rd / 69th pick / 2019"
"56","2019","Charles Omenihu","DL","21","6","Texas","College Stats","6-5","280","4.92","36.5","","115","7.48","4.36","Houston Texans / 5th / 161st pick / 2019"
"57","2019","Dalton Risner","OT","23","18","Kansas State","College Stats","6-5","312","5.30","28.5","23","110","7.69","4.52","Denver Broncos / 2nd / 41st pick / 2019"
"58","2019","Dru Samia","OT","21","3","Oklahoma","College Stats","6-5","305","5.29","27.5","28","101","7.89","4.70","Minnesota Vikings / 4th / 114th pick / 2019"
"59","2019","Kaden Smith","TE","21","3","Stanford","College Stats","6-5","255","4.92","32.0","15","108","7.08","4.47","San Francisco 49ers / 6th / 176th pick / 2019"
"60","2019","Tommy Sweeney","TE","23","1","Boston Col.","College Stats","6-4","251","4.83","","17","","","","Buffalo Bills / 7th / 228th pick / 2019"
"61","2019","Jawaan Taylor","OT","21","20","Florida","College Stats","6-5","312","","","24","","","","Jacksonville Jaguars / 2nd / 35th pick / 2019"
"62","2019","Kahale Warring","TE","21","0","San Diego State","College Stats","6-5","252","4.67","36.5","19","122","7.21","4.25","Houston Texans / 3rd / 86th pick / 2019"
"63","2019","Armon Watts","DL","22","7","Arkansas","College Stats","6-5","300","5.23","","","","","","Minnesota Vikings / 6th / 190th pick / 2019"
"64","2019","Renell Wren","DL","23","2","Arizona State","College Stats","6-5","318","5.01","32.0","30","118","7.65","4.53","Cincinnati Bengals / 4th / 125th pick / 2019"
"65","2019","Zach Allen","DL","21","12","Boston Col.","College Stats","6-4","281","5.00","32.0","24","112","7.34","4.36","Arizona Cardinals / 3rd / 65th pick / 2019"
"66","2019","Ryan Bates","OL","22","5","Penn State","College Stats","6-4","306","5.09","27.0","28","102","7.45","4.53",""
"67","2019","Terry Beckner","DL","22","","Missouri","College Stats","6-4","296","5.19","24.5","28","98","7.97","4.82","Tampa Bay Buccaneers / 7th / 215th pick / 2019"
"68","2019","Nick Bosa","DL","21","25","Ohio State","College Stats","6-4","266","4.79","33.5","29","116","7.10","4.14","San Francisco 49ers / 1st / 2nd pick / 2019"
"69","2019","Miles Boykin","WR","22","6","Notre Dame","College Stats","6-4","220","4.42","43.5","12","140","6.77","4.07","Baltimore Ravens / 3rd / 93rd pick / 2019"
"70","2019","Emmanuel Butler","WR","22","","Northern Arizona","College Stats","6-3","217","","36.0","11","115","","4.22",""
"71","2019","C.J. Conrad","TE","22","","Kentucky","College Stats","6-4","249","","","","","","",""
"72","2019","Jamal Davis","EDGE","23","0","Akron","College Stats","6-3","243","4.60","39.0","19","122","7.00","4.44",""
"73","2019","Bobby Evans","OT","21","5","Oklahoma","College Stats","6-4","312","5.20","","22","","","","Los Angeles Rams / 3rd / 97th pick / 2019"
"74","2019","Noah Fant","TE","21","15","Iowa","College Stats","6-4","249","4.50","39.5","20","127","6.81","4.22","Denver Broncos / 1st / 20th pick / 2019"
"75","2019","Clelin Ferrell","EDGE","21","11","Clemson","College Stats","6-4","264","","","25","","7.26","4.40","Oakland Raiders / 1st / 4th pick / 2019"
"76","2019","Ryan Finley","QB","24","2","North Carolina State","College Stats","6-4","213","4.73","30.5","","116","7.20","4.20","Cincinnati Bengals / 4th / 104th pick / 2019"
"77","2019","Derwin Gray","OT","23","0","Maryland","College Stats","6-4","320","5.26","","26","90","","","Pittsburgh Steelers / 7th / 219th pick / 2019"
"78","2019","Ethan Greenidge","OL","21","1","Villanova","","6-4","327","","","","","","",""
"79","2019","Gerri Green","EDGE","23","","Mississippi State","College Stats","6-4","252","4.63","35.0","24","114","7.27","4.42","Indianapolis Colts / 6th / 199th pick / 2019"
"80","2019","N'Keal Harry","WR","21","6","Arizona State","College Stats","6-2","228","4.53","38.5","27","122","","","New England Patriots / 1st / 32nd pick / 2019"
"81","2019","Dwayne Haskins","QB","21","4","Ohio State","College Stats","6-3","231","5.04","28.5","","","","","Washington Redskins / 1st / 15th pick / 2019"
"82","2019","Phil Haynes","OL","23","1","Wake Forest","College Stats","6-4","322","5.20","31.0","33","108","7.76","4.95","Seattle Seahawks / 4th / 124th pick / 2019"
"83","2019","Daniel Helm","TE","23","0","Duke","College Stats","6-4","249","4.89","","14","","","",""
"84","2019","Nate Herbig","OL","20","7","Stanford","College Stats","6-3","335","5.41","24.0","29","90","8.15","5.04",""
"85","2019","Lil'Jordan Humphrey","WR","20","2","Texas","College Stats","6-4","210","4.75","33.5","13","119","7.09","4.29",""
"86","2019","Jalen Hurd","WR","23","","Baylor","College Stats","6-5","226","","","23","","","","San Francisco 49ers / 3rd / 67th pick / 2019"
"87","2019","Joe Jackson","DL","22","1","Miami (FL)","College Stats","6-4","275","","27.0","22","109","","","Dallas Cowboys / 5th / 165th pick / 2019"
"88","2019","Andre James","OT","21","10","UCLA","College Stats","6-4","299","5.32","29.0","21","105","8.00","4.84",""
"89","2019","Dawson Knox","TE","22","12","Mississippi","College Stats","6-4","254","","34.5","16","","7.12","4.27","Buffalo Bills / 3rd / 96th pick / 2019"
"90","2019","Tre Lamar","LB","21","","Clemson","College Stats","6-3","253","","","","","","",""
"91","2019","Dexter Lawrence","DL","21","20","Clemson","College Stats","6-4","342","5.05","","36","","","","New York Giants / 1st / 17th pick / 2019"
"92","2019","Jonathan Ledbetter","DL","21","0","Georgia","College Stats","6-4","280","5.14","26.5","22","108","","",""
"93","2019","Drew Lock","QB","22","12","Missouri","College Stats","6-4","228","4.69","31.0","","112","7.03","4.12","Denver Broncos / 2nd / 42nd pick / 2019"
"94","2019","Erik McCoy","OL","21","20","Texas A&M","College Stats","6-4","303","4.89","31.0","29","107","8.28","4.62","New Orleans Saints / 2nd / 48th pick / 2019"
"95","2019","D.K. Metcalf","WR","21","30","Mississippi","College Stats","6-3","228","4.33","40.5","27","134","7.38","4.50","Seattle Seahawks / 2nd / 64th pick / 2019"
"96","2019","Shareef Miller","EDGE","21","0","Penn State","College Stats","6-4","254","4.69","29.5","16","","","4.45","Philadelphia Eagles / 4th / 138th pick / 2019"
"97","2019","Foster Moreau","TE","21","5","LSU","College Stats","6-4","253","4.66","36.5","22","121","7.16","4.11","Oakland Raiders / 4th / 137th pick / 2019"
"98","2019","Iosua Opeta","OL","22","2","Weber State","","6-4","301","5.02","33.0","39","112","8.06","4.94",""
"99","2019","Ross Pierschbacher","OT","23","0","Alabama","College Stats","6-4","307","5.20","22.5","20","","7.83","4.70","Washington Redskins / 5th / 153rd pick / 2019"
"100","2019","Ben Powers","OL","22","8","Oklahoma","College Stats","6-4","307","","","21","","","","Baltimore Ravens / 4th / 123rd pick / 2019"
"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"101","2019","Dax Raymond","TE","24","","Utah State","College Stats","6-5","255","4.73","32.0","15","109","7.15","4.39",""
"102","2019","Drew Sample","TE","22","4","Washington","College Stats","6-5","255","4.71","33.5","","115","7.15","4.31","Cincinnati Bengals / 2nd / 52nd pick / 2019"
"103","2019","Kyle Shurmur","QB","22","","Vanderbilt","College Stats","6-4","230","4.91","29.5","","106","7.51","4.53",""
"104","2019","David Sills","WR","","","West Virginia","College Stats","6-3","211","4.57","37.5","14","117","6.97","4.28",""
"105","2019","Chris Slayton","DL","22","","Syracuse","College Stats","6-4","307","5.13","29.0","28","101","","4.73","New York Giants / 7th / 245th pick / 2019"
"106","2019","Jace Sternberger","TE","22","1","Texas A&M","College Stats","6-4","251","4.75","31.5","17","113","7.19","4.31","Green Bay Packers / 3rd / 75th pick / 2019"
"107","2019","Trevon Tate","OL","","","Memphis","College Stats","6-2","293","","","22","","","",""
"108","2019","Clayton Thorson","QB","23","","Northwestern","College Stats","6-4","222","","","","","","","Philadelphia Eagles / 5th / 167th pick / 2019"
"109","2019","Andrew Van ginkel","LB","23","17","Wisconsin","College Stats","6-3","241","","38.0","17","123","6.89","4.14","Miami Dolphins / 5th / 151st pick / 2019"
"110","2019","Jamarius Way","WR","","","South Alabama","College Stats","6-3","215","4.63","32.5","16","119","","4.66",""
"111","2019","Antoine Wesley","WR","21","2","Texas Tech","College Stats","6-4","206","","37.0","6","117","7.07","4.26",""
"112","2019","Christian Wilkins","DL","23","22","Clemson","College Stats","6-3","315","5.04","29.5","28","107","","4.55","Miami Dolphins / 1st / 13th pick / 2019"
"113","2019","Jonah Williams","OT","21","13","Alabama","College Stats","6-4","302","5.12","28.0","23","100","8.01","4.79","Cincinnati Bengals / 1st / 11th pick / 2019"
"114","2019","Caleb Wilson","TE","22","0","UCLA","College Stats","6-4","240","4.56","29.0","","113","7.20","4.40","Arizona Cardinals / 7th / 254th pick / 2019"
"115","2019","Oshane Ximines","EDGE","22","5","Old Dominion","College Stats","6-3","253","4.78","34.0","24","118","7.13","4.57","New York Giants / 3rd / 95th pick / 2019"
"116","2019","Otaro Alaka","LB","22","0","Texas A&M","College Stats","6-3","239","4.82","36.0","20","131","","",""
"117","2019","Derrick Baity","CB","22","","Kentucky","College Stats","6-2","197","","38.5","10","127","7.06","4.31",""
"118","2019","Ben Banogu","EDGE","23","3","TCU","College Stats","6-3","250","4.62","40.0","23","134","7.02","4.27","Indianapolis Colts / 2nd / 49th pick / 2019"
"119","2019","Mike Bell","S","","","Fresno State","College Stats","6-3","210","4.83","30.0","10","118","7.10","4.46",""
"120","2019","Garrett Bradbury","OL","23","20","North Carolina State","College Stats","6-3","306","4.92","31.0","34","104","7.41","4.53","Minnesota Vikings / 1st / 18th pick / 2019"
"121","2019","Tyre Brady","WR","","","Marshall","College Stats","6-3","211","","32.0","12","117","","4.25",""
"122","2019","Jordan Brailford","EDGE","23","1","Oklahoma State","College Stats","6-3","252","4.65","37.5","22","126","","","Washington Redskins / 7th / 253rd pick / 2019"
"123","2019","Keenen Brown","TE","23","","Texas State","College Stats","6-2","250","4.75","33.0","17","117","7.27","4.51",""
"124","2019","Isaiah Buggs","DL","22","5","Alabama","College Stats","6-3","306","5.15","24.5","20","96","8.01","4.83","Pittsburgh Steelers / 6th / 192nd pick / 2019"
"125","2019","Deion Calhoun","OL","23","","Mississippi State","College Stats","6-2","310","5.07","28.5","26","105","7.46","4.62",""
"126","2019","Malik Carney","EDGE","","","North Carolina","College Stats","6-2","251","4.73","33.0","25","113","7.40","",""
"127","2019","Demarcus Christmas","DL","23","","Florida State","College Stats","6-3","294","5.08","25.5","22","101","8.13","5.07","Seattle Seahawks / 6th / 209th pick / 2019"
"128","2019","Byron Cowart","DL","22","9","Maryland","College Stats","6-3","298","5.16","30.0","26","111","","","New England Patriots / 5th / 159th pick / 2019"
"129","2019","Felton Davis","WR","22","","Michigan State","College Stats","6-3","211","","","21","","","",""
"130","2019","Nate Davis","OL","22","20","Charlotte","College Stats","6-3","316","5.23","26.0","23","107","7.94","4.83","Tennessee Titans / 3rd / 82nd pick / 2019"
"131","2019","Keelan Doss","WR","22","1","UC Davis","","6-2","211","","","8","","","",""
"132","2019","Chuma Edoga","OT","21","5","USC","College Stats","6-3","308","5.19","","21","","","","New York Jets / 3rd / 92nd pick / 2019"
"133","2019","Cody Ford","OT","22","14","Oklahoma","College Stats","6-4","329","5.21","28.5","19","104","8.27","4.87","Buffalo Bills / 2nd / 38th pick / 2019"
"134","2019","Lamont Gaillard","OL","23","2","Georgia","College Stats","6-3","305","","","","","","","Arizona Cardinals / 6th / 179th pick / 2019"
"135","2019","Dan Godsil","LS","22","","Indiana","College Stats","6-4","241","5.00","34.5","16","118","7.56","4.55",""
"136","2019","Emanuel Hall","WR","21","","Missouri","College Stats","6-2","201","4.39","43.5","15","141","","",""
"137","2019","Chase Hansen","LB","25","0","Utah","College Stats","6-3","222","","","","","","",""
"138","2019","Trysten Hill","DL","20","4","Central Florida","College Stats","6-3","308","5.04","35.0","28","115","7.70","4.38","Dallas Cowboys / 2nd / 58th pick / 2019"
"139","2019","Albert Huggins","DL","21","1","Clemson","College Stats","6-3","305","5.12","25.5","35","101","7.84","4.84",""
"140","2019","Dre'Mont Jones","DL","22","12","Ohio State","College Stats","6-3","281","5.12","31.5","","110","7.71","4.53","Denver Broncos / 3rd / 71st pick / 2019"
"141","2019","Tyler Jones","OT","23","","North Carolina State","College Stats","6-3","306","","31.5","23","111","7.75","4.82",""
"142","2019","Kingsley Keke","DL","22","9","Texas A&M","College Stats","6-3","288","4.95","31.5","","111","7.55","4.46","Green Bay Packers / 5th / 150th pick / 2019"
"143","2019","Chris Lindstrom","OL","22","16","Boston Col.","College Stats","6-4","308","4.91","30.5","25","117","7.61","4.54","Atlanta Falcons / 1st / 14th pick / 2019"
"144","2019","Christian Miller","EDGE","22","1","Alabama","College Stats","6-3","247","","38.5","","118","","","Carolina Panthers / 4th / 115th pick / 2019"
"145","2019","Isaac Nauta","TE","21","0","Georgia","College Stats","6-3","244","4.91","28.0","19","","7.45","4.43","Detroit Lions / 7th / 224th pick / 2019"
"146","2019","Javon Patterson","OL","21","0","Mississippi","College Stats","6-3","307","5.13","27.5","27","98","7.72","4.78","Indianapolis Colts / 7th / 246th pick / 2019"
"147","2019","Jachai Polite","EDGE","21","1","Florida","College Stats","6-3","258","4.84","32.0","","","","","New York Jets / 3rd / 68th pick / 2019"
"148","2019","Wyatt Ray","EDGE","22","3","Boston Col.","College Stats","6-3","257","4.83","34.0","25","118","7.34","4.31",""
"149","2019","Dontavius Russell","DL","23","0","Auburn","College Stats","6-3","319","5.15","","24","","7.81","4.77","Jacksonville Jaguars / 7th / 235th pick / 2019"
"150","2019","Jarrett Stidham","QB","22","1","Auburn","College Stats","6-2","218","4.81","31.0","","110","7.28","4.33","New England Patriots / 4th / 133rd pick / 2019"
"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"151","2019","Jordan Ta'amu","QB","21","","Mississippi","College Stats","6-3","221","4.77","27.5","","109","7.06","4.36",""
"152","2019","Trevon Wesco","TE","23","0","West Virginia","College Stats","6-3","267","4.89","31.0","24","117","7.18","4.38","New York Jets / 4th / 121st pick / 2019"
"153","2019","Joejuan Williams","CB","21","3","Vanderbilt","College Stats","6-4","211","4.64","","17","","","","New England Patriots / 2nd / 45th pick / 2019"
"154","2019","Quinnen Williams","DL","21","17","Alabama","College Stats","6-3","303","4.83","30.5","","112","","","New York Jets / 1st / 3rd pick / 2019"
"155","2019","Chase Winovich","EDGE","23","10","Michigan","College Stats","6-3","256","4.59","30.5","18","116","6.94","4.11","New England Patriots / 3rd / 77th pick / 2019"
"156","2019","Daniel Wise","DL","23","1","Kansas","College Stats","6-3","281","5.28","27.5","22","112","7.53","4.37",""
"157","2019","Azeez Al-Shaair","LB","21","14","Florida Atlantic","College Stats","6-1","234","","","16","","","",""
"158","2019","J.J. Arcega-Whiteside","WR","22","2","Stanford","College Stats","6-2","225","","","","","","","Philadelphia Eagles / 2nd / 57th pick / 2019"
"159","2019","Jake Bailey","P","21","6","Stanford","College Stats","6-1","200","4.72","33.0","","117","","","New England Patriots / 5th / 163rd pick / 2019"
"160","2019","Cody Barton","LB","22","6","Utah","College Stats","6-2","237","4.64","32.5","30","116","6.90","4.03","Seattle Seahawks / 3rd / 88th pick / 2019"
"161","2019","Jake Browning","QB","22","","Washington","College Stats","6-2","211","4.74","29.0","","112","7.19","4.44",""
"162","2019","L.J. Collier","DL","23","8","TCU","College Stats","6-2","283","4.91","30.0","25","118","7.71","4.78","Seattle Seahawks / 1st / 29th pick / 2019"
"163","2019","Ryan Connelly","LB","23","4","Wisconsin","College Stats","6-2","242","4.66","34.5","","118","7.09","4.31","New York Giants / 5th / 143rd pick / 2019"
"164","2019","Jonathan Crawford","S","","","Indiana","College Stats","6-1","205","","31.5","16","115","","",""
"165","2019","Davante Davis","CB","","","Texas","College Stats","6-2","202","4.57","37.0","14","125","6.76","4.15",""
"166","2019","Emeke Egbule","LB","22","2","Houston","College Stats","6-2","245","4.65","33.0","20","119","7.38","4.38","Los Angeles Chargers / 6th / 200th pick / 2019"
"167","2019","Jack Fox","P","22","6","Rice","College Stats","6-2","213","4.73","27.5","","114","","",""
"168","2019","Travis Fulgham","WR","23","4","Old Dominion","College Stats","6-2","215","4.58","36.5","15","126","","","Detroit Lions / 6th / 184th pick / 2019"
"169","2019","Malik Gant","S","21","","Marshall","College Stats","6-0","209","4.63","34.5","17","114","7.45","4.30",""
"170","2019","Joe Giles-Harris","LB","21","2","Duke","College Stats","6-2","234","4.75","29.5","17","111","","",""
"171","2019","Nate Hall","LB","22","1","Northwestern","College Stats","6-2","225","","","","","","",""
"172","2019","Terez Hall","LB","22","3","Missouri","College Stats","6-1","230","","","20","","","",""
"173","2019","Terrill Hanks","LB","23","","New Mexico State","College Stats","6-2","242","4.98","35.5","21","118","","",""
"174","2019","Kelvin Harmon","WR","22","3","North Carolina State","College Stats","6-2","221","4.60","32.5","18","117","7.15","4.32","Washington Redskins / 6th / 206th pick / 2019"
"175","2019","Alijah Holder","CB","23","0","Stanford","College Stats","6-1","191","4.60","36.0","9","121","6.70","4.15",""
"176","2019","Anthony Johnson","WR","24","","Buffalo","College Stats","6-2","209","","32.5","18","122","7.12","",""
"177","2019","Isaiah Johnson","CB","23","1","Houston","College Stats","6-2","208","4.40","36.5","","133","6.81","4.06","Oakland Raiders / 4th / 129th pick / 2019"
"178","2019","Lonnie Johnson","CB","23","8","Kentucky","College Stats","6-2","213","4.52","38.0","15","129","7.01","4.10","Houston Texans / 2nd / 54th pick / 2019"
"179","2019","Jordan Jones","LB","","","Kentucky","College Stats","6-2","234","4.62","32.5","23","123","","4.37",""
"180","2019","Justin Layne","CB","21","3","Michigan State","College Stats","6-2","192","4.50","37.5","","134","6.90","4.09","Pittsburgh Steelers / 3rd / 83rd pick / 2019"
"181","2019","Damarkus Lodge","WR","21","","Mississippi","College Stats","6-2","202","4.55","33.5","11","119","7.06","4.53",""
"182","2019","Jakobi Meyers","WR","22","19","North Carolina State","College Stats","6-2","203","4.63","37.0","13","118","7.07","4.23",""
"183","2019","Jordan Miller","CB","22","1","Washington","College Stats","6-1","186","4.49","37.0","6","125","","","Atlanta Falcons / 5th / 172nd pick / 2019"
"184","2019","Trayvon Mullen","CB","21","10","Clemson","College Stats","6-1","199","4.46","34.5","","123","","","Oakland Raiders / 2nd / 40th pick / 2019"
"185","2019","Amani Oruwariye","CB","23","10","Penn State","College Stats","6-2","205","4.47","36.5","17","120","6.82","4.16","Detroit Lions / 5th / 146th pick / 2019"
"186","2019","Jamal Peters","CB","22","","Mississippi State","College Stats","6-2","218","4.63","","","","","",""
"187","2019","Germaine Pratt","LB","22","20","North Carolina State","College Stats","6-2","240","4.57","32.5","24","116","","","Cincinnati Bengals / 3rd / 72nd pick / 2019"
"188","2019","Brett Rypien","QB","22","1","Boise State","College Stats","6-2","210","4.91","33.0","","116","7.10","4.29",""
"189","2019","Cameron Smith","LB","21","0","USC","College Stats","6-2","238","4.69","39.0","15","123","","4.23","Minnesota Vikings / 5th / 162nd pick / 2019"
"190","2019","Irv Smith","TE","20","6","Alabama","College Stats","6-2","242","4.63","32.5","19","110","7.32","4.33","Minnesota Vikings / 2nd / 50th pick / 2019"
"191","2019","Jaylen Smith","WR","21","","Louisville","College Stats","6-2","219","4.47","34.5","14","122","7.55","4.48",""
"192","2019","Jahlani Tavai","LB","22","10","Hawaii","College Stats","6-2","250","","","","","","","Detroit Lions / 2nd / 43rd pick / 2019"
"193","2019","Marvell Tell","S","22","1","USC","College Stats","6-2","198","","42.0","","136","6.63","4.01","Indianapolis Colts / 5th / 144th pick / 2019"
