"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"36","2018","Mike Hughes","CB","21","8","Central Florida","College Stats","5-11","191","4.53","35.5","20","127","6.70","4.13","Minnesota Vikings / 1st / 30th pick / 2018"
"37","2018","Donte Jackson","CB","22","19","LSU","College Stats","5-11","175","4.32","","7","124","","","Carolina Panthers / 2nd / 55th pick / 2018"
"38","2018","J.C. Jackson","CB","22","26","Maryland","College Stats","5-11","193","4.46","35.5","14","120","","",""
"39","2018","Kerryon Johnson","RB","20","11","Auburn","College Stats","5-11","213","","40.0","11","126","7.07","4.29","Detroit Lions / 2nd / 43rd pick / 2018"
"40","2018","Ronald Jones","RB","20","18","USC","College Stats","5-11","205","4.65","36.5","","","","","Tampa Bay Buccaneers / 2nd / 38th pick / 2018"
"41","2018","Sony Michel","RB","23","22","Georgia","College Stats","5-11","214","4.54","","22","","","4.21","New England Patriots / 1st / 31st pick / 2018"
"42","2018","Anthony Miller","WR","23","13","Memphis","College Stats","5-11","201","","","22","","","","Chicago Bears / 2nd / 51st pick / 2018"
"43","2018","Kamrin Moore","CB","21","0","Boston Col.","College Stats","5-11","200","","","","","","","New Orleans Saints / 6th / 189th pick / 2018"
"44","2018","Nick Nelson","CB","21","1","Wisconsin","College Stats","5-11","208","4.52","","17","123","","","Oakland Raiders / 4th / 110th pick / 2018"
"45","2018","Rashaad Penny","RB","22","12","San Diego State","College Stats","5-11","220","4.46","32.5","13","120","","","Seattle Seahawks / 1st / 27th pick / 2018"
"46","2018","Trey Quinn","WR","22","2","SMU","College Stats","5-11","203","4.55","33.5","17","116","6.91","4.19","Washington Redskins / 7th / 256th pick / 2018"
"47","2018","Jaylen Samuels","TE","21","7","North Carolina State","College Stats","5-11","225","4.54","34.5","18","121","6.93","4.28","Pittsburgh Steelers / 5th / 165th pick / 2018"
"48","2018","Van Smith","S","21","","Clemson","College Stats","5-11","185","4.61","29.5","","","","",""
"49","2018","M.J. Stewart","CB","22","5","North Carolina","College Stats","5-11","200","4.54","35.0","18","118","6.90","4.28","Tampa Bay Buccaneers / 2nd / 53rd pick / 2018"
"50","2018","Chandon Sullivan","CB","21","10","Georgia State","College Stats","5-11","195","4.60","40.5","15","134","","4.36",""
"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"51","2018","James Washington","WR","21","12","Oklahoma State","College Stats","5-11","213","4.54","34.5","14","120","7.11","4.32","Pittsburgh Steelers / 2nd / 60th pick / 2018"
"52","2018","Armani Watts","S","21","3","Texas A&M","College Stats","5-11","205","","35.0","13","120","7.25","4.37","Kansas City Chiefs / 4th / 124th pick / 2018"
"53","2018","Damon Webb","S","","","Ohio State","College Stats","5-11","195","4.62","","17","","","",""
"54","2018","Jordan Whitehead","S","20","21","Pittsburgh","College Stats","5-11","195","","","21","","","","Tampa Bay Buccaneers / 4th / 117th pick / 2018"
"55","2018","Jeff Wilson","RB","22","9","North Texas","","5-11","210","","","15","","","",""
"56","2018","Austin Allen","QB","","","Arkansas","College Stats","6-0","210","4.81","29.5","","112","7.18","4.48",""
"57","2018","Andre Chachere","CB","","","San Jose State","College Stats","6-0","200","4.49","38.0","13","123","6.78","4.07",""
"58","2018","Kamryn Pettway","RB","","","Auburn","College Stats","6-0","233","4.74","33.5","22","116","","",""
"59","2018","Dominick Sanders","S","","","Georgia","College Stats","6-0","193","","","14","","","",""
"60","2018","Jordan Thomas","CB","","","Oklahoma","College Stats","6-0","186","4.64","38.0","4","124","6.28","3.94",""
"61","2018","Dmontre Wade","CB","","","Murray State","","6-0","200","4.57","35.5","15","120","","4.40",""
"62","2018","Anthony Averett","CB","23","10","Alabama","College Stats","6-0","185","4.36","31.5","13","119","6.93","4.40","Baltimore Ravens / 4th / 118th pick / 2018"
"63","2018","Saquon Barkley","RB","21","29","Penn State","College Stats","6-0","233","4.40","41.0","29","","","4.24","New York Giants / 1st / 2nd pick / 2018"
"64","2018","Tony Brown","CB","22","2","Alabama","College Stats","6-0","198","4.35","31.5","14","126","6.78","4.11",""
"65","2018","Deontay Burnett","WR","20","1","USC","College Stats","6-0","186","","","","","","",""
"66","2018","Sean Chandler","S","21","5","Temple","College Stats","6-0","190","4.65","34.5","16","119","","4.62",""
"67","2018","Shaun dion Hamilton","ILB","22","8","Alabama","College Stats","6-0","228","","","20","","","","Washington Redskins / 6th / 197th pick / 2018"
"68","2018","Davontae Harris","CB","23","5","Illinois State","","6-0","200","4.43","32.5","22","123","6.96","4.40","Cincinnati Bengals / 5th / 151st pick / 2018"
"69","2018","Marcell Harris","S","23","14","Florida","College Stats","6-0","208","","","16","","","","San Francisco 49ers / 6th / 184th pick / 2018"
"70","2018","Zaycoven Henderson","DT","","","Texas A&M","College Stats","6-0","298","5.16","29.5","20","105","7.33","4.58",""
"71","2018","Godwin Igwebuike","S","23","2","Northwestern","College Stats","6-0","205","4.44","35.5","19","128","6.56","4.12",""
"72","2018","Justin Jackson","RB","21","11","Northwestern","College Stats","6-0","199","4.52","38.5","13","122","6.81","4.07","Los Angeles Chargers / 7th / 251st pick / 2018"
"73","2018","Natrell Jamerson","S","22","1","Wisconsin","College Stats","6-0","198","4.40","35.5","25","120","","","New Orleans Saints / 5th / 164th pick / 2018"
"74","2018","Taron Johnson","CB","21","15","Weber State","","6-0","180","4.50","33.0","17","118","7.03","4.28","Buffalo Bills / 4th / 121st pick / 2018"
"75","2018","Chris Jones","CB","22","2","Nebraska","College Stats","6-0","195","4.57","","14","","","",""
"76","2018","D.J. Moore","WR","20","35","Maryland","College Stats","6-0","210","4.42","39.5","15","132","6.95","4.07","Carolina Panthers / 1st / 24th pick / 2018"
"77","2018","Siran Neal","S","23","4","Jacksonville State","","6-0","199","4.56","40.5","17","122","7.00","4.28","Buffalo Bills / 5th / 154th pick / 2018"
"78","2018","Parry Nickerson","CB","23","2","Tulane","College Stats","6-0","180","4.32","","15","","","","New York Jets / 6th / 179th pick / 2018"
"79","2018","Dante Pettis","WR","22","7","Washington","College Stats","6-0","186","","","","","","","San Francisco 49ers / 2nd / 44th pick / 2018"
"80","2018","Cam Phillips","WR","22","0","Virginia Tech","College Stats","6-0","201","","","","","","",""
"81","2018","Eddy Pineiro","K","22","4","Florida","College Stats","6-0","185","","","","","","",""
"82","2018","Calvin Ridley","WR","23","27","Alabama","College Stats","6-0","189","4.43","31.0","15","110","6.88","4.41","Atlanta Falcons / 1st / 26th pick / 2018"
"83","2018","Tegray Scales","ILB","21","0","Indiana","College Stats","6-0","230","4.77","","27","","","",""
"84","2018","Deadrin Senat","DT","23","3","South Florida","College Stats","6-0","314","5.16","26.0","35","100","7.77","4.79","Atlanta Falcons / 3rd / 90th pick / 2018"
"85","2018","Andre Smith","ILB","20","4","North Carolina","College Stats","6-0","237","4.63","","19","","","","Carolina Panthers / 7th / 234th pick / 2018"
"86","2018","Greg Stroman","CB","21","2","Virginia Tech","College Stats","6-0","180","4.48","33.5","16","113","","4.45","Washington Redskins / 7th / 241st pick / 2018"
"87","2018","Levi Wallace","CB","22","21","Alabama","College Stats","6-0","183","4.63","33.0","","","","",""
"88","2018","Darrel Williams","RB","22","14","LSU","College Stats","6-0","225","4.72","32.0","22","109","","4.21",""
"89","2018","Chris Campbell","CB","","","Penn State","","6-1","194","","","14","","","",""
"90","2018","Tanner Carew","LS","","","Oregon","College Stats","6-1","243","5.00","30.0","18","111","7.26","4.28",""
"91","2018","Davon Grayson","WR","","","East Carolina","College Stats","6-1","199","4.51","34.5","19","124","","",""
"92","2018","Michael Joseph","CB","","","Dubuque","","6-1","181","","34.0","17","","6.89","4.20",""
"93","2018","Jamarcus King","CB","","","South Carolina","College Stats","6-1","186","4.70","","","","","",""
"94","2018","Tavares Martin","WR","","","Washington State","","6-1","177","4.80","31.5","","","","",""
"95","2018","Max Redfield","S","","","Indiana (PA)","","6-1","205","4.69","","15","","","",""
"96","2018","Henre Toliver","CB","","","Arkansas","","6-1","185","4.63","32.5","6","117","7.01","4.15",""
"97","2018","Karaun White","WR","","","West Virginia","","6-1","206","4.52","33.5","24","118","7.16","4.57",""
"98","2018","Anthony Winbush","EDGE","","","Ball State","College Stats","6-1","249","","","25","110","","",""
"99","2018","Brian Allen","C","22","14","Michigan State","College Stats","6-1","298","5.34","26.5","27","99","7.81","4.71","Los Angeles Rams / 4th / 111th pick / 2018"
"100","2018","Genard Avery","ILB","22","11","Memphis","College Stats","6-1","248","4.59","36.0","26","124","6.90","4.36","Cleveland Browns / 5th / 150th pick / 2018"
"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"101","2018","Jerome Baker","OLB","21","26","Ohio State","College Stats","6-1","229","4.53","36.5","22","126","","","Miami Dolphins / 3rd / 73rd pick / 2018"
"102","2018","Kalen Ballage","RB","22","6","Arizona State","College Stats","6-1","228","4.46","33.5","15","122","6.91","4.35","Miami Dolphins / 4th / 131st pick / 2018"
"103","2018","J.T. Barrett","QB","23","","Ohio State","College Stats","6-1","224","4.70","30.0","","108","7.38","4.44",""
"104","2018","Jason Cabinda","ILB","21","4","Penn State","College Stats","6-1","239","","","19","","","",""
"105","2018","Dane Cruikshank","S","22","4","Arizona","College Stats","6-1","206","4.41","38.5","25","121","6.89","4.24","Tennessee Titans / 5th / 152nd pick / 2018"
"106","2018","Trevor Daniel","P","23","2","Tennessee","College Stats","6-1","230","4.98","32.5","23","119","","",""
"107","2018","Carlton Davis","CB","21","19","Auburn","College Stats","6-1","203","4.53","34.0","16","124","","","Tampa Bay Buccaneers / 2nd / 63rd pick / 2018"
"108","2018","Dee Delaney","CB","23","2","Miami (FL)","College Stats","6-1","194","4.46","32.5","13","120","6.95","4.25",""
"109","2018","Minkah Fitzpatrick","DB","21","40","Alabama","College Stats","6-1","201","4.46","33.0","14","121","","","Miami Dolphins / 1st / 11th pick / 2018"
"110","2018","Michael Gallup","WR","22","24","Colorado State","College Stats","6-1","205","4.51","36.0","10","122","6.95","4.37","Dallas Cowboys / 3rd / 81st pick / 2018"
"111","2018","Rashaan Gaulden","CB","23","1","Tennessee","College Stats","6-1","193","4.61","30.0","8","119","7.16","4.33","Carolina Panthers / 3rd / 85th pick / 2018"
"112","2018","Shaquem Griffin","OLB","22","4","Central Florida","College Stats","6-1","227","4.38","","20","117","","","Seattle Seahawks / 5th / 141st pick / 2018"
"113","2018","Daesean Hamilton","WR","22","6","Penn State","College Stats","6-1","203","","34.5","","118","6.84","4.15","Denver Broncos / 4th / 113th pick / 2018"
"114","2018","Joel Iyiegbuniwe","LB","22","4","Western Kentucky","","6-1","229","4.60","35.0","19","117","7.06","4.28","Chicago Bears / 4th / 115th pick / 2018"
"115","2018","Josh Jackson","CB","21","7","Iowa","College Stats","6-1","192","4.56","38.0","18","123","6.86","4.03","Green Bay Packers / 2nd / 45th pick / 2018"
"116","2018","Josey Jewell","ILB","23","17","Iowa","College Stats","6-1","234","4.82","33.0","18","117","6.80","4.27","Denver Broncos / 4th / 106th pick / 2018"
"117","2018","Joshua Kalu","S","22","1","Nebraska","College Stats","6-1","195","4.58","41.5","17","134","","",""
"118","2018","Jordan Lasley","WR","21","","UCLA","College Stats","6-1","203","4.50","34.5","8","112","","4.19","Baltimore Ravens / 5th / 162nd pick / 2018"
"119","2018","Hercules Mata'afa","EDGE","22","2","Washington State","College Stats","6-1","254","4.76","31.5","26","108","7.24","4.37",""
"120","2018","Baker Mayfield","QB","22","45","Oklahoma","College Stats","6-1","215","4.84","29.0","","111","7.00","4.28","Cleveland Browns / 1st / 1st pick / 2018"
"121","2018","Derrick Nnadi","DT","21","23","Florida State","College Stats","6-1","317","5.38","27.0","25","96","8.15","5.02","Kansas City Chiefs / 3rd / 75th pick / 2018"
"122","2018","Dorian O'daniel","OLB","23","5","Clemson","College Stats","6-1","223","4.61","32.0","21","119","6.64","4.07","Kansas City Chiefs / 3rd / 100th pick / 2018"
"123","2018","Ogbonnia Okoronkwo","EDGE","22","3","Oklahoma","College Stats","6-1","253","4.77","38.0","27","121","","","Los Angeles Rams / 5th / 160th pick / 2018"
"124","2018","Isaiah Oliver","CB","21","11","Colorado","College Stats","6-1","190","4.50","","","","","","Atlanta Falcons / 2nd / 58th pick / 2018"
"125","2018","Byron Pringle","WR","24","9","Kansas State","College Stats","6-1","203","4.46","33.5","15","120","6.87","4.40",""
"126","2018","Justin Reid","S","21","18","Stanford","College Stats","6-1","204","4.40","36.5","16","128","6.65","4.15","Houston Texans / 3rd / 68th pick / 2018"
"127","2018","Korey Robertson","WR","","","Southern Miss","College Stats","6-1","212","4.56","34.0","13","123","","",""
"128","2018","Bo Scarbrough","RB","23","2","Alabama","College Stats","6-1","228","4.52","40.0","14","129","","4.34","Dallas Cowboys / 7th / 236th pick / 2018"
"129","2018","Roquan Smith","OLB","20","41","Georgia","College Stats","6-1","236","4.51","","","","","","Chicago Bears / 1st / 8th pick / 2018"
"130","2018","Johnny Townsend","P","23","2","Florida","College Stats","6-1","210","","","","","","","Oakland Raiders / 5th / 173rd pick / 2018"
"131","2018","Azeem Victor","ILB","22","","Washington","College Stats","6-1","240","4.72","32.5","19","115","7.20","4.40","Oakland Raiders / 6th / 216th pick / 2018"
"132","2018","Jordan Wilkins","RB","23","8","Mississippi","College Stats","6-1","216","","36.0","16","117","","4.27","Indianapolis Colts / 5th / 169th pick / 2018"
"133","2018","Logan Woodside","QB","23","0","Toledo","College Stats","6-1","213","4.79","31.5","","103","6.94","4.15","Cincinnati Bengals / 7th / 249th pick / 2018"
"134","2018","Isaac Yiadom","CB","22","10","Boston Col.","College Stats","6-1","190","4.52","","8","120","","4.18","Denver Broncos / 3rd / 99th pick / 2018"
"135","2018","Kenny Young","ILB","23","19","UCLA","College Stats","6-1","236","4.60","36.0","23","117","7.38","4.48","Baltimore Ravens / 4th / 122nd pick / 2018"
"136","2018","Ola Adeniyi","EDGE","","","Toledo","","6-2","248","4.83","31.5","26","","7.21","4.28",""
"137","2018","Darren Carrington II","WR","","","Utah","","6-2","199","","36.0","","120","","",""
"138","2018","Lowell Lotulelei","DT","","","Utah","College Stats","6-2","315","","","28","","","",""
"139","2018","Javon Rolland-Jones","EDGE","","","Arkansas State","","6-2","253","4.88","","23","","","",""
"140","2018","Trequan Smith","WR","","","Central Florida","","6-2","203","4.49","37.5","12","130","6.97","4.50",""
"141","2018","Trey Walker","S","","","Louisiana-Lafayette","","6-2","200","4.51","33.0","14","119","7.00","4.28",""
"142","2018","Josh Adams","RB","21","4","Notre Dame","College Stats","6-2","213","","","18","","","",""
"143","2018","Marcus Allen","S","21","5","Penn State","College Stats","6-2","202","","37.0","15","127","","4.32","Pittsburgh Steelers / 5th / 148th pick / 2018"
"144","2018","Troy Apke","S","22","6","Penn State","College Stats","6-2","198","4.34","41.0","16","131","6.56","4.03","Washington Redskins / 4th / 109th pick / 2018"
"145","2018","Jessie Bates","S","21","27","Wake Forest","College Stats","6-2","195","4.50","35.5","","117","6.78","4.26","Cincinnati Bengals / 2nd / 54th pick / 2018"
"146","2018","Nick Bawden","FB","21","0","San Diego State","College Stats","6-2","245","","","","","","","Detroit Lions / 7th / 237th pick / 2018"
"147","2018","Keishawn Bierria","ILB","22","1","Washington","College Stats","6-2","230","4.79","30.5","21","117","7.26","","Denver Broncos / 6th / 217th pick / 2018"
"148","2018","Quin Blanding","S","21","","Virginia","College Stats","6-2","215","4.63","31.5","","122","","",""
"149","2018","Deon Cain","WR","21","1","Clemson","College Stats","6-2","202","4.43","33.5","11","115","6.71","4.37","Indianapolis Colts / 6th / 185th pick / 2018"
"150","2018","Jack Cichy","ILB","22","0","Wisconsin","College Stats","6-2","238","","","18","","","","Tampa Bay Buccaneers / 6th / 202nd pick / 2018"
"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
"151","2018","Chris Covington","OLB","22","0","Indiana","College Stats","6-2","245","4.78","","23","","","","Dallas Cowboys / 6th / 193rd pick / 2018"
"152","2018","Michael Dickson","P","22","12","Texas","College Stats","6-2","208","","","","","","","Seattle Seahawks / 5th / 149th pick / 2018"
"153","2018","Terrell Edmunds","S","21","23","Virginia Tech","College Stats","6-2","220","4.47","41.5","","134","","","Pittsburgh Steelers / 1st / 28th pick / 2018"
"154","2018","Deshon Elliott","S","20","10","Texas","College Stats","6-2","205","4.58","36.0","15","121","","","Baltimore Ravens / 6th / 190th pick / 2018"
"155","2018","Danny Etling","QB","23","","LSU","College Stats","6-2","222","4.76","30.5","","114","7.09","4.37","New England Patriots / 7th / 219th pick / 2018"
"156","2018","Brandon Facyson","CB","23","7","Virginia Tech","College Stats","6-2","197","4.53","","16","","","",""
"157","2018","Dimitri Flowers","RB","22","","Oklahoma","College Stats","6-2","248","4.83","30.5","17","109","7.45","4.53",""
"158","2018","Robert Foster","WR","23","5","Alabama","College Stats","6-2","196","4.41","31.0","","116","6.90","4.20",""
"159","2018","Will Hernandez","OG","22","24","Texas-El Paso","College Stats","6-2","327","5.15","24.0","37","104","7.59","4.70","New York Giants / 2nd / 34th pick / 2018"
"160","2018","Jeff Holland","EDGE","22","0","Auburn","College Stats","6-2","249","4.79","","","116","","",""
"161","2018","Maurice Hurst","DT","22","9","Michigan","","6-2","292","","","","","","","Oakland Raiders / 5th / 140th pick / 2018"
"162","2018","Lamar Jackson","QB","21","62","Louisville","College Stats","6-2","216","","","","","","","Baltimore Ravens / 1st / 32nd pick / 2018"
"163","2018","Justin Jones","DT","21","17","North Carolina State","College Stats","6-2","309","5.09","29.0","24","104","7.82","4.74","Los Angeles Chargers / 3rd / 84th pick / 2018"
"164","2018","Kameron Kelly","S","21","1","San Diego State","College Stats","6-2","200","4.66","33.0","9","120","6.94","4.28",""
"165","2018","Micah Kiser","ILB","23","8","Virginia","College Stats","6-2","238","4.66","35.5","","121","7.05","4.24","Los Angeles Rams / 5th / 147th pick / 2018"
"166","2018","Darius Leonard","OLB","22","59","South Carolina State","","6-2","234","4.70","","17","","","","Indianapolis Colts / 2nd / 36th pick / 2018"
"167","2018","Tarvarus McFadden","CB","21","","Florida State","College Stats","6-2","198","4.67","38.5","","121","","",""
"168","2018","Quenton Meeks","DB","20","1","Stanford","College Stats","6-2","205","","39.0","11","128","6.72","4.23",""
"169","2018","Skai Moore","OLB","23","1","South Carolina","College Stats","6-2","226","4.73","36.0","","117","","",""
"170","2018","Ryan Nall","RB","22","1","Oregon State","College Stats","6-2","232","4.58","33.0","15","122","6.95","4.16",""
"171","2018","Daron Payne","DT","20","29","Alabama","College Stats","6-2","311","4.95","28.5","27","107","7.58","4.71","Washington Redskins / 1st / 13th pick / 2018"
"172","2018","Christian Sam","ILB","21","","Arizona State","College Stats","6-2","244","4.75","32.0","28","114","7.03","4.25","New England Patriots / 6th / 178th pick / 2018"
"173","2018","Taylor Stallworth","DT","22","5","South Carolina","College Stats","6-2","312","5.28","23.5","18","101","7.95","4.75",""
"174","2018","Kentavius Street","DE","21","4","North Carolina State","College Stats","6-2","280","4.87","","28","","","","San Francisco 49ers / 4th / 128th pick / 2018"
"175","2018","Chris Warren","RB","21","","Texas","","6-2","247","4.69","33.0","25","121","6.98","4.18",""
"176","2018","Jester Weah","WR","23","0","Pittsburgh","College Stats","6-2","211","4.43","38.0","15","129","7.24","4.41",""
"177","2018","Kyzir White","S","21","19","West Virginia","College Stats","6-2","216","","35.5","21","113","","","Los Angeles Chargers / 4th / 119th pick / 2018"
"178","2018","Cedrick Wilson","WR","22","6","Boise State","College Stats","6-2","197","4.55","37.0","9","121","6.89","4.23","Dallas Cowboys / 6th / 208th pick / 2018"
"179","2018","Chris Worley","ILB","22","0","Ohio State","College Stats","6-2","238","4.86","29.5","15","","","",""
"180","2018","James Hearns","EDGE","","","Louisville","College Stats","6-3","239","4.89","","22","","","",""
"181","2018","Darius Jackson","EDGE","","","Jacksonville State","","6-3","242","4.87","26.5","21","113","7.52","",""
"182","2018","Jmon Moore","WR","","","Missouri","","6-3","207","4.60","38.0","21","120","6.56","4.04",""
"183","2018","Skyler Phillips","OG","","","Idaho State","","6-3","318","5.10","29.0","","104","7.95","4.69",""
"184","2018","Nic Shimonek","QB","","","Texas Tech","College Stats","6-3","220","4.88","28.5","","101","7.28","4.32",""
"185","2018","Shane Tripucka","P","","","Texas A&M","College Stats","6-3","211","","","","","","",""
"186","2018","Jordan Akins","TE","25","11","Central Florida","College Stats","6-3","249","","","","","","","Houston Texans / 3rd / 98th pick / 2018"
"187","2018","Marcus Baugh","TE","23","0","Ohio State","College Stats","6-3","247","4.81","33.0","","117","7.28","4.51",""
"188","2018","Kurt Benkert","QB","22","0","Virginia","College Stats","6-3","218","4.95","31.0","16","112","7.15","4.33",""
"189","2018","Oren Burks","OLB","22","7","Vanderbilt","College Stats","6-3","233","4.59","39.5","18","131","6.82","4.15","Green Bay Packers / 3rd / 88th pick / 2018"
"190","2018","Dylan Cantrell","WR","23","","Texas Tech","College Stats","6-3","226","4.59","38.5","18","130","6.56","4.03","Los Angeles Chargers / 6th / 191st pick / 2018"
"191","2018","D.J. Chark","WR","21","14","LSU","College Stats","6-3","199","4.34","40.0","16","129","","","Jacksonville Jaguars / 2nd / 61st pick / 2018"
"192","2018","Simmie Cobbs","WR","22","","Indiana","College Stats","6-3","220","4.64","30.0","11","113","6.70","4.32",""
"193","2018","Tyler Conklin","TE","22","9","Central Michigan","College Stats","6-3","254","4.80","38.0","18","120","7.13","4.23","Minnesota Vikings / 5th / 157th pick / 2018"
"194","2018","James Daniels","C","20","19","Iowa","College Stats","6-3","306","","30.5","21","108","7.29","4.40","Chicago Bears / 2nd / 39th pick / 2018"
"195","2018","Sam Darnold","QB","20","23","USC","College Stats","6-3","221","4.85","26.5","","105","6.96","4.40","New York Jets / 1st / 3rd pick / 2018"
"196","2018","Nick Deluca","OLB","23","2","North Dakota State","","6-3","251","4.85","29.5","18","112","7.09","4.23",""
"197","2018","Garret Dooley","EDGE","23","","Wisconsin","College Stats","6-3","248","4.80","33.0","21","121","","4.28",""
"198","2018","Donnie Ernsberger","RB","21","0","Western Michigan","","6-3","241","4.78","31.0","15","114","7.09","4.34",""
"199","2018","Rashaan Evans","LB","22","27","Alabama","College Stats","6-3","232","","30.0","","116","6.95","4.36","Tennessee Titans / 1st / 22nd pick / 2018"
"200","2018","Riley Ferguson","QB","23","","Memphis","College Stats","6-3","212","4.98","29.0","","110","6.96","4.40",""
"Rk","Year","Player","Pos","Age","AV","School","","Height","Wt","40YD","Vertical","BenchReps","Broad Jump","3Cone","Shuttle","Drafted (tm/rnd/yr)"
